ag-cell-content-link,ag-cell-content-link href,ag-cell-content 3,ag-cell-content 6,ag-cell-content 7,ag-cell-content 8,ag-cell-content 9,ag-cell-content 10,ag-cell-content 11,ag-cell-content 12,ag-cell-content 13
Paradip,https://www.marinetraffic.com/en/ais/details/ports/17379/name=Paradip,49,1.9 days,MEDIUM,1.6 days,MEDIUM,1.6 days,1.2 days,216.7%,0.0%
Okha,https://www.marinetraffic.com/en/ais/details/ports/558/name=Okha,49,1.1 days,MEDIUM,5.2 days,MEDIUM,136.4%,-,-,-
Nhava sheva,https://www.marinetraffic.com/en/ais/details/ports/2713/name=Nhava-sheva,49,0.5 days,HIGH,1.1 days,HIGH,4.4 days,2.3 days,0.0%,10.0%
Navlakhi,https://www.marinetraffic.com/en/ais/details/ports/21448/name=Navlakhi,49,1.8 days,LOW,6.8 days,LOW,0.8 days,5.1 days,28.6%,277.8%
Mundra,https://www.marinetraffic.com/en/ais/details/ports/268/name=Mundra,49,0.2 days,HIGH,1.1 days,HIGH,0.8 days,0.9 days,0.0%,22.2%
Mumbai,https://www.marinetraffic.com/en/ais/details/ports/2341/name=Mumbai,49,0.6 days,HIGH,1.7 days,HIGH,3.3 days,24.2 days,-14.3%,6.3%
Muldwarka,https://www.marinetraffic.com/en/ais/details/ports/3077/name=Muldwarka,49,1.6 days,MEDIUM,2.2 days,MEDIUM,2.7 days,1.4 days,700.0%,-84.9%
Mormugao,https://www.marinetraffic.com/en/ais/details/ports/561/name=Mormugao,49,0.6 days,LOW,1.2 days,LOW,2.2 days,1.4 days,20.0%,-57.1%
Mangalore,https://www.marinetraffic.com/en/ais/details/ports/17383/name=Mangalore,49,1.1 days,LOW,1.7 days,LOW,1.7 days,1.2 days,120.0%,13.3%
Magdalla,https://www.marinetraffic.com/en/ais/details/ports/19704/name=Magdalla,49,0.3 days,HIGH,0.8 days,HIGH,0.4 days,0.3 days,0.0%,33.3%
Krishnapatnam,https://www.marinetraffic.com/en/ais/details/ports/1317/name=Krishnapatnam,49,1.3 days,LOW,2.9 days,LOW,1.9 days,2.8 days,333.3%,38.1%
Kolkata,https://www.marinetraffic.com/en/ais/details/ports/2806/name=Kolkata,49,1.5 days,LOW,3.9 days,LOW,0.9 days,2.3 days,25.0%,-9.3%
Kochi,https://www.marinetraffic.com/en/ais/details/ports/2990/name=Kochi,49,0.2 days,HIGH,1.1 days,HIGH,1.2 days,6.7 days,-33.3%,10.0%
Kattupalli,https://www.marinetraffic.com/en/ais/details/ports/18979/name=Kattupalli,49,0.5 days,LOW,0.8 days,LOW,0.4 days,1.8 days,25.0%,0.0%
Karwar,https://www.marinetraffic.com/en/ais/details/ports/557/name=Karwar,49,2.8 days,MEDIUM,2.1 days,MEDIUM,1.0 days,0.3 days,460.0%,40.0%
Karaikal,https://www.marinetraffic.com/en/ais/details/ports/18978/name=Karaikal,49,LOW,2.2 days,LOW,-33.3%,-,-,-,-
Kandla,https://www.marinetraffic.com/en/ais/details/ports/269/name=Kandla,49,2.3 days,HIGH,1.9 days,HIGH,2.0 days,2.5 days,4.5%,0.0%
Kakinada,https://www.marinetraffic.com/en/ais/details/ports/18914/name=Kakinada,49,3.6 days,HIGH,3.9 days,HIGH,14.0 days,14.1 days,157.1%,-78.8%
Jaigad,https://www.marinetraffic.com/en/ais/details/ports/18951/name=Jaigad,49,0.1 days,HIGH,0.5 days,HIGH,0.4 days,2.5 days,-88.9%,-54.5%
Jafrabad,https://www.marinetraffic.com/en/ais/details/ports/3078/name=Jafrabad,49,0.7 days,LOW,0.4 days,LOW,0.3 days,0.2 days,-36.4%,-20.0%
Hazira,https://www.marinetraffic.com/en/ais/details/ports/537/name=Hazira,49,0.7 days,LOW,1.0 days,LOW,2.3 days,1.4 days,40.0%,-23.1%
Haldia,https://www.marinetraffic.com/en/ais/details/ports/18985/name=Haldia,49,0.8 days,LOW,2.0 days,LOW,2.3 days,1.9 days,-27.3%,33.3%
Gangavaram,https://www.marinetraffic.com/en/ais/details/ports/18980/name=Gangavaram,49,0.3 days,MEDIUM,2.5 days,MEDIUM,0.9 days,2.2 days,50.0%,92.3%
Ennore,https://www.marinetraffic.com/en/ais/details/ports/791/name=Ennore,49,3.0 days,LOW,1.7 days,LOW,3.7 days,1.4 days,50.0%,41.7%
Dighi,https://www.marinetraffic.com/en/ais/details/ports/18948/name=Dighi,49,0.5 days,MEDIUM,1.0 days,MEDIUM,-44.4%,-66.7%,-,-
Dharamtar,https://www.marinetraffic.com/en/ais/details/ports/21601/name=Dharamtar,49,0.8 days,HIGH,0.5 days,HIGH,0.9 days,1.0 days,-27.3%,-16.7%
Dhamra,https://www.marinetraffic.com/en/ais/details/ports/20607/name=Dhamra,49,2.1 days,MEDIUM,3.6 days,MEDIUM,1.3 days,1.6 days,425.0%,71.4%
Dahej,https://www.marinetraffic.com/en/ais/details/ports/535/name=Dahej,49,0.8 days,LOW,1.1 days,LOW,1.6 days,1.2 days,700.0%,-15.4%
Dabhol,https://www.marinetraffic.com/en/ais/details/ports/18950/name=Dabhol,49,0.0 days,LOW,1.3 days,LOW,-,-,-,-
Cuddalore,https://www.marinetraffic.com/en/ais/details/ports/24893/name=Cuddalore,49,4.4 days,LOW,2.5 days,LOW,2.1 days,127.3%,-,-
Chennai,https://www.marinetraffic.com/en/ais/details/ports/792/name=Chennai,49,0.1 days,LOW,1.8 days,LOW,2.3 days,5.2 days,-50.0%,5.9%
Beypore,https://www.marinetraffic.com/en/ais/details/ports/18969/name=Beypore,49,0.8 days,LOW,4.0 days,LOW,0.9 days,10.2 days,166.7%,-74.5%
Visakhapatnam,https://www.marinetraffic.com/en/ais/details/ports/3048/name=Visakhapatnam,48,0.4 days,HIGH,2.0 days,HIGH,2.4 days,3.4 days,-33.3%,5.3%
Vadinar,https://www.marinetraffic.com/en/ais/details/ports/559/name=Vadinar,48,1.1 days,LOW,1.5 days,LOW,1.3 days,0.3 days,83.3%,0.0%
Tuticorin,https://www.marinetraffic.com/en/ais/details/ports/2986/name=Tuticorin,48,0.2 days,LOW,2.5 days,LOW,2.3 days,6.4 days,-60.0%,25.0%
Sikka,https://www.marinetraffic.com/en/ais/details/ports/560/name=Sikka,48,0.9 days,HIGH,1.4 days,HIGH,1.5 days,0.5 days,-25.0%,0.0%
Ratnagiri,https://www.marinetraffic.com/en/ais/details/ports/18952/name=Ratnagiri,48,0.6 days,LOW,1.0 days,LOW,0.4 days,0.2 days,100.0%,100.0%
Ranpar,https://www.marinetraffic.com/en/ais/details/ports/18953/name=Ranpar,48,1.7 days,LOW,1.6 days,LOW,750.0%,6.7%,-,-
Port blair,https://www.marinetraffic.com/en/ais/details/ports/21891/name=Port-blair,48,1.0 days,MEDIUM,2.6 days,MEDIUM,1.2 days,2.9 days,160.0%,-
Porbandar,https://www.marinetraffic.com/en/ais/details/ports/538/name=Porbandar,48,0.8 days,LOW,1.0 days,LOW,0.0%,0.0%,-,-
Pipavav,https://www.marinetraffic.com/en/ais/details/ports/533/name=Pipavav,48,1.0 days,LOW,0.9 days,LOW,0.6 days,0.8 days,-9.1%,50.0%
Paradip,https://www.marinetraffic.com/en/ais/details/ports/17379/name=Paradip,48,0.6 days,HIGH,1.6 days,HIGH,23.5 days,1.9 days,-45.5%,-15.8%
Nhava sheva,https://www.marinetraffic.com/en/ais/details/ports/2713/name=Nhava-sheva,48,0.5 days,LOW,1.0 days,LOW,4.8 days,0.6 days,-44.4%,-9.1%
Navlakhi,https://www.marinetraffic.com/en/ais/details/ports/21448/name=Navlakhi,48,1.4 days,MEDIUM,1.8 days,MEDIUM,0.5 days,1.0 days,55.6%,-18.2%
Mundra,https://www.marinetraffic.com/en/ais/details/ports/268/name=Mundra,48,0.2 days,LOW,0.9 days,LOW,0.8 days,0.8 days,100.0%,-10.0%
Mumbai,https://www.marinetraffic.com/en/ais/details/ports/2341/name=Mumbai,48,0.7 days,LOW,1.6 days,LOW,2.2 days,20.8 days,0.0%,33.3%
Muldwarka,https://www.marinetraffic.com/en/ais/details/ports/3077/name=Muldwarka,48,0.2 days,LOW,14.6 days,LOW,100.0%,135.5%,-,-
Mormugao,https://www.marinetraffic.com/en/ais/details/ports/561/name=Mormugao,48,0.5 days,MEDIUM,2.8 days,MEDIUM,1.6 days,3.2 days,-54.5%,27.3%
Mangalore,https://www.marinetraffic.com/en/ais/details/ports/17383/name=Mangalore,48,0.5 days,LOW,1.5 days,LOW,2.0 days,1.1 days,-80.0%,-6.3%
Magdalla,https://www.marinetraffic.com/en/ais/details/ports/19704/name=Magdalla,48,0.3 days,MEDIUM,0.6 days,MEDIUM,0.4 days,1.2 days,0.0%,-40.0%
Krishnapatnam,https://www.marinetraffic.com/en/ais/details/ports/1317/name=Krishnapatnam,48,0.3 days,LOW,2.1 days,LOW,1.9 days,2.2 days,-78.6%,-8.7%
Kolkata,https://www.marinetraffic.com/en/ais/details/ports/2806/name=Kolkata,48,1.2 days,HIGH,4.3 days,HIGH,0.9 days,1.8 days,-7.7%,0.0%
Kochi,https://www.marinetraffic.com/en/ais/details/ports/2990/name=Kochi,48,0.3 days,LOW,1.0 days,LOW,0.7 days,2.3 days,-25.0%,-23.1%
Kattupalli,https://www.marinetraffic.com/en/ais/details/ports/18979/name=Kattupalli,48,0.2 days,LOW,0.9 days,LOW,0.6 days,0.3 days,-50.0%,12.5%
Karwar,https://www.marinetraffic.com/en/ais/details/ports/557/name=Karwar,48,0.5 days,MEDIUM,1.5 days,MEDIUM,0.3 days,36.4%,-,-
Karaikal,https://www.marinetraffic.com/en/ais/details/ports/18978/name=Karaikal,48,0.2 days,MEDIUM,3.3 days,MEDIUM,2.1 days,-50.8%,-,-
Kandla,https://www.marinetraffic.com/en/ais/details/ports/269/name=Kandla,48,2.2 days,LOW,1.9 days,LOW,3.5 days,2.1 days,69.2%,5.6%
Kakinada,https://www.marinetraffic.com/en/ais/details/ports/18914/name=Kakinada,48,4.5 days,HIGH,3.8 days,HIGH,4.6 days,17.5 days,221.4%,-11.6%
Jaigad,https://www.marinetraffic.com/en/ais/details/ports/18951/name=Jaigad,48,0.3 days,MEDIUM,0.5 days,MEDIUM,1.2 days,1.7 days,-85.0%,0.0%
Jafrabad,https://www.marinetraffic.com/en/ais/details/ports/3078/name=Jafrabad,48,1.1 days,MEDIUM,0.5 days,MEDIUM,1.4 days,0.3 days,83.3%,0.0%
Hazira,https://www.marinetraffic.com/en/ais/details/ports/537/name=Hazira,48,0.5 days,LOW,1.3 days,LOW,1.5 days,3.0 days,-64.3%,0.0%
Haldia,https://www.marinetraffic.com/en/ais/details/ports/18985/name=Haldia,48,1.1 days,HIGH,1.5 days,HIGH,2.0 days,2.1 days,-8.3%,0.0%
Gangavaram,https://www.marinetraffic.com/en/ais/details/ports/18980/name=Gangavaram,48,0.2 days,LOW,1.3 days,LOW,0.3 days,3.2 days,-60.0%,-78.3%
Ennore,https://www.marinetraffic.com/en/ais/details/ports/791/name=Ennore,48,2.0 days,LOW,1.2 days,LOW,3.0 days,1.6 days,-63.6%,-7.7%
Dighi,https://www.marinetraffic.com/en/ais/details/ports/18948/name=Dighi,48,0.5 days,LOW,19.3 days,LOW,1830.0%,-,-,-
Dharamtar,https://www.marinetraffic.com/en/ais/details/ports/21601/name=Dharamtar,48,1.1 days,LOW,0.6 days,LOW,1.8 days,0.4 days,83.3%,20.0%
Dhamra,https://www.marinetraffic.com/en/ais/details/ports/20607/name=Dhamra,48,0.4 days,LOW,2.1 days,LOW,0.5 days,1.2 days,-79.0%,-43.2%
Dahej,https://www.marinetraffic.com/en/ais/details/ports/535/name=Dahej,48,0.1 days,LOW,1.3 days,LOW,1.4 days,2.0 days,0.0%,-7.1%
Dabhol,https://www.marinetraffic.com/en/ais/details/ports/18950/name=Dabhol,48,0.1 days,MEDIUM,1.1 days,MEDIUM,0.1 days,-,-,-
Chennai,https://www.marinetraffic.com/en/ais/details/ports/792/name=Chennai,48,0.2 days,HIGH,1.7 days,HIGH,2.3 days,5.7 days,100.0%,-10.5%
Beypore,https://www.marinetraffic.com/en/ais/details/ports/18969/name=Beypore,48,0.3 days,LOW,15.7 days,LOW,14.2 days,-62.5%,-9.3%,-
Visakhapatnam,https://www.marinetraffic.com/en/ais/details/ports/3048/name=Visakhapatnam,47,0.6 days,HIGH,1.9 days,HIGH,2.9 days,2.7 days,-62.5%,5.6%
Vadinar,https://www.marinetraffic.com/en/ais/details/ports/559/name=Vadinar,47,0.6 days,LOW,1.5 days,LOW,0.3 days,0.6 days,-45.5%,-11.8%
Tuticorin,https://www.marinetraffic.com/en/ais/details/ports/2986/name=Tuticorin,47,0.5 days,LOW,2.0 days,LOW,0.7 days,1.3 days,25.0%,33.3%
Sikka,https://www.marinetraffic.com/en/ais/details/ports/560/name=Sikka,47,1.2 days,LOW,1.4 days,LOW,1.6 days,0.7 days,-29.4%,7.7%
Ratnagiri,https://www.marinetraffic.com/en/ais/details/ports/18952/name=Ratnagiri,47,0.3 days,LOW,0.5 days,LOW,0.0 days,0.1 days,50.0%,-50.0%
Ranpar,https://www.marinetraffic.com/en/ais/details/ports/18953/name=Ranpar,47,0.2 days,LOW,1.5 days,LOW,0.9 days,0.0%,50.0%,-
Port blair,https://www.marinetraffic.com/en/ais/details/ports/21891/name=Port-blair,47,LOW,1.3 days,LOW,-43.5%,-,-,-,-
Porbandar,https://www.marinetraffic.com/en/ais/details/ports/538/name=Porbandar,47,4.0 days,MEDIUM,2.0 days,MEDIUM,0.4 days,-28.6%,42.9%,-
Pipavav,https://www.marinetraffic.com/en/ais/details/ports/533/name=Pipavav,47,1.1 days,LOW,0.6 days,LOW,1.5 days,1.0 days,-21.4%,-40.0%
Paradip,https://www.marinetraffic.com/en/ais/details/ports/17379/name=Paradip,47,1.1 days,LOW,1.9 days,LOW,3.3 days,0.8 days,-15.4%,5.6%
Nhava sheva,https://www.marinetraffic.com/en/ais/details/ports/2713/name=Nhava-sheva,47,0.9 days,HIGH,1.1 days,HIGH,11.1 days,0.6 days,28.6%,10.0%
Navlakhi,https://www.marinetraffic.com/en/ais/details/ports/21448/name=Navlakhi,47,0.9 days,HIGH,2.2 days,HIGH,0.5 days,6.5 days,12.5%,100.0%
Mundra,https://www.marinetraffic.com/en/ais/details/ports/268/name=Mundra,47,0.1 days,HIGH,1.0 days,HIGH,0.6 days,0.8 days,-66.7%,0.0%
Mumbai,https://www.marinetraffic.com/en/ais/details/ports/2341/name=Mumbai,47,0.7 days,HIGH,1.2 days,HIGH,2.9 days,17.1 days,-63.2%,-25.0%
Muldwarka,https://www.marinetraffic.com/en/ais/details/ports/3077/name=Muldwarka,47,0.1 days,MEDIUM,6.2 days,MEDIUM,0.0%,675.0%,-,-
Mormugao,https://www.marinetraffic.com/en/ais/details/ports/561/name=Mormugao,47,1.1 days,MEDIUM,2.2 days,MEDIUM,0.8 days,3.1 days,83.3%,22.2%
Mangalore,https://www.marinetraffic.com/en/ais/details/ports/17383/name=Mangalore,47,2.5 days,MEDIUM,1.6 days,MEDIUM,2.2 days,1.1 days,38.9%,0.0%
Magdalla,https://www.marinetraffic.com/en/ais/details/ports/19704/name=Magdalla,47,0.3 days,LOW,1.0 days,LOW,0.3 days,0.4 days,50.0%,100.0%
Krishnapatnam,https://www.marinetraffic.com/en/ais/details/ports/1317/name=Krishnapatnam,47,1.4 days,LOW,2.3 days,LOW,2.7 days,8.4 days,0.0%,-23.3%
Kolkata,https://www.marinetraffic.com/en/ais/details/ports/2806/name=Kolkata,47,1.3 days,HIGH,4.3 days,HIGH,0.8 days,1.2 days,-31.6%,-8.5%
Kochi,https://www.marinetraffic.com/en/ais/details/ports/2990/name=Kochi,47,0.4 days,LOW,1.3 days,LOW,0.5 days,0.7 days,33.3%,44.4%
Kattupalli,https://www.marinetraffic.com/en/ais/details/ports/18979/name=Kattupalli,47,0.4 days,MEDIUM,0.8 days,MEDIUM,0.6 days,1.6 days,-11.1%,-
Karaikal,https://www.marinetraffic.com/en/ais/details/ports/18978/name=Karaikal,47,MEDIUM,2.4 days,MEDIUM,0.0%,-,-,-,-
Kandla,https://www.marinetraffic.com/en/ais/details/ports/269/name=Kandla,47,1.3 days,LOW,1.8 days,LOW,2.8 days,4.0 days,-18.8%,-18.2%
Kakinada,https://www.marinetraffic.com/en/ais/details/ports/18914/name=Kakinada,47,1.4 days,LOW,4.3 days,LOW,5.5 days,13.6 days,-30.0%,30.3%
Jaigad,https://www.marinetraffic.com/en/ais/details/ports/18951/name=Jaigad,47,0.3 days,HIGH,0.5 days,HIGH,1.4 days,1.9 days,0.0%,-
Jafrabad,https://www.marinetraffic.com/en/ais/details/ports/3078/name=Jafrabad,47,0.6 days,HIGH,0.5 days,HIGH,0.6 days,0.3 days,-45.5%,0.0%
Hazira,https://www.marinetraffic.com/en/ais/details/ports/537/name=Hazira,47,1.4 days,HIGH,1.0 days,HIGH,0.9 days,2.3 days,0.0%,-23.1%
Haldia,https://www.marinetraffic.com/en/ais/details/ports/18985/name=Haldia,47,1.2 days,LOW,1.5 days,LOW,1.9 days,1.5 days,140.0%,-25.0%
Gangavaram,https://www.marinetraffic.com/en/ais/details/ports/18980/name=Gangavaram,47,0.5 days,LOW,6.0 days,LOW,0.4 days,3.6 days,25.0%,172.7%
Ennore,https://www.marinetraffic.com/en/ais/details/ports/791/name=Ennore,47,5.5 days,HIGH,1.3 days,HIGH,4.2 days,1.2 days,-3.5%,-7.1%
Dighi,https://www.marinetraffic.com/en/ais/details/ports/18948/name=Dighi,47,LOW,1.0 days,LOW,-,-,-,-,-
Dharamtar,https://www.marinetraffic.com/en/ais/details/ports/21601/name=Dharamtar,47,0.6 days,HIGH,0.5 days,HIGH,1.8 days,0.5 days,-33.3%,0.0%
Dhamra,https://www.marinetraffic.com/en/ais/details/ports/20607/name=Dhamra,47,0.4 days,MEDIUM,3.5 days,MEDIUM,4.1 days,1.8 days,-79.0%,-5.4%
Dahej,https://www.marinetraffic.com/en/ais/details/ports/535/name=Dahej,47,0.1 days,HIGH,1.4 days,HIGH,0.3 days,1.0 days,-83.3%,0.0%
Dabhol,https://www.marinetraffic.com/en/ais/details/ports/18950/name=Dabhol,47,MEDIUM,1.1 days,MEDIUM,10.0%,-,-,-,-
Cuddalore,https://www.marinetraffic.com/en/ais/details/ports/24893/name=Cuddalore,47,MEDIUM,1.1 days,MEDIUM,22.2%,-,-,-,-
Chennai,https://www.marinetraffic.com/en/ais/details/ports/792/name=Chennai,47,0.1 days,LOW,1.9 days,LOW,3.8 days,1.4 days,-66.7%,35.7%
Beypore,https://www.marinetraffic.com/en/ais/details/ports/18969/name=Beypore,47,0.8 days,LOW,17.3 days,LOW,23.5 days,-63.6%,394.3%,-
Visakhapatnam,https://www.marinetraffic.com/en/ais/details/ports/3048/name=Visakhapatnam,46,1.6 days,HIGH,1.8 days,HIGH,2.3 days,3.3 days,23.1%,-25.0%
Vadinar,https://www.marinetraffic.com/en/ais/details/ports/559/name=Vadinar,46,1.1 days,LOW,1.7 days,LOW,0.9 days,0.6 days,450.0%,6.3%
Tuticorin,https://www.marinetraffic.com/en/ais/details/ports/2986/name=Tuticorin,46,0.4 days,LOW,1.5 days,LOW,2.8 days,1.9 days,-50.0%,-50.0%
Sikka,https://www.marinetraffic.com/en/ais/details/ports/560/name=Sikka,46,1.7 days,LOW,1.3 days,LOW,1.8 days,0.4 days,21.4%,-7.1%
Ratnagiri,https://www.marinetraffic.com/en/ais/details/ports/18952/name=Ratnagiri,46,0.2 days,LOW,1.0 days,LOW,0.3 days,0.2 days,0.0%,25.0%
Ranpar,https://www.marinetraffic.com/en/ais/details/ports/18953/name=Ranpar,46,0.0 days,MEDIUM,1.0 days,MEDIUM,-100.0%,-28.6%,-,-
Port blair,https://www.marinetraffic.com/en/ais/details/ports/21891/name=Port-blair,46,MEDIUM,2.3 days,MEDIUM,15.8 days,-57.4%,-,-,-
Porbandar,https://www.marinetraffic.com/en/ais/details/ports/538/name=Porbandar,46,0.0 days,LOW,1.0 days,LOW,-47.4%,-,-,-
Pipavav,https://www.marinetraffic.com/en/ais/details/ports/533/name=Pipavav,46,1.4 days,LOW,1.0 days,LOW,1.3 days,0.9 days,366.7%,25.0%
Paradip,https://www.marinetraffic.com/en/ais/details/ports/17379/name=Paradip,46,1.3 days,LOW,1.8 days,LOW,2.8 days,1.6 days,-38.1%,-5.3%
Nhava sheva,https://www.marinetraffic.com/en/ais/details/ports/2713/name=Nhava-sheva,46,0.7 days,HIGH,1.0 days,HIGH,2.0 days,0.8 days,40.0%,11.1%
Navlakhi,https://www.marinetraffic.com/en/ais/details/ports/21448/name=Navlakhi,46,0.8 days,HIGH,1.1 days,HIGH,0.5 days,2.4 days,-27.3%,57.1%
Mundra,https://www.marinetraffic.com/en/ais/details/ports/268/name=Mundra,46,0.3 days,HIGH,1.0 days,HIGH,1.0 days,0.6 days,0.0%,0.0%
Mumbai,https://www.marinetraffic.com/en/ais/details/ports/2341/name=Mumbai,46,1.9 days,LOW,1.6 days,LOW,2.6 days,4.5 days,137.5%,220.0%
Muldwarka,https://www.marinetraffic.com/en/ais/details/ports/3077/name=Muldwarka,46,0.1 days,MEDIUM,0.8 days,MEDIUM,-77.8%,-,-,-
